页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
173,84181030,---容积不超过200升,8,130, , 
173,84181020,---容积超过200升，但不超过500升,8,130, , 
173,84181010,---容积超过500升,10,100, , 
173,84181,-冷藏-冷冻组合机，各自装有单独外门的：, , , , 
173,8418,电气或非电气的冷藏箱、冷冻箱及其他制冷设备；热泵，但税目 84.15的空气调节器除外：, , , , 
173,84179090,---其他,7,35, ,5
173,84179020,---炼焦炉用,7,35, , 
173,84179010,---海绵铁回转窑用,7,35, , 
173,84179,-零件：, , , , 
173,84178090,---其他,10,35, ,5
173,84178050,---垃圾焚烧炉,10,35, ,5
173,84178040,---石灰石分解炉,10,35, , 
173,84178030,---水泥回转窑,10,35, , 
173,84178020,---放射性废物焚烧炉,5,35, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
174,84178010,---炼焦炉,10,35, , 
174,84178,-其他：, , , , 
174,84172000,-面包房用烤炉及烘箱，包括做饼干用的,10,35, , 
174,84171000,-矿砂、黄铁矿或金属的焙烧、熔化或其他热处理用炉及烘箱,10,35, , 
174,8417,非电热的工业或实验室用炉及烘箱，包括焚烧炉：, , , , 
174,84169000,-零件,6,35, , 
174,84163000,-机械加煤机，包括其机 械炉箅、机械出灰器及类似装置,8.4,35, , 
174,84162090,---其他,10.5,35, ,5
174,84162019,----其他,10.5,35, , 
174,84162011,----使用天然气的,10.5,35, ,5
174,8416201,---气体的：, , , , 
174,84162,-其他炉用燃烧器，包括复式燃烧器：, , , , 
174,84161000,-使用液体燃料的炉用燃烧器,10,35, , 
174,8416,使用液体燃料、粉状固体燃料或气体燃料的炉用燃烧器；机械加煤机，包括其机械炉箅、机械出灰器及类似装置：, , , , 
174,84159090,---其他,10,90, ,6
174,84159010,---税号8415.1010、8415.1021、8415.8110及8415.8210所列设备的零件,10,130, ,6
174,84159,-零件：, , , , 
174,84158300,--未装有制冷装置的,10,90, , 
174,84158220,---制冷量超过4000大卡／时,20,90, ,12
174,84158210,---制冷量不超过4000 大卡／时,8,130, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
175,841582,--其他，装有制冷装置的：, , , , 
175,84158120,---制冷量超过4000大卡／时,20,90, ,12
175,84158110,---制冷量不超过4000大卡／时,8,130, , 
175,841581,--装有制冷装置及一个冷热循环换向阀的（可逆式热泵)：, , , , 
175,84158,-其他：, , , , 
175,84152000,-机动车辆上供人使用的,20,110, ,10
175,84151022,----制冷量超过4000大卡／时,15,90, , 
175,84151021,----制冷量不超过4000大卡／时,8,130, , 
175,8415102,---分体式：, , , , 
175,84151010,---独立式,8,130, , 
175,84151,-窗式、壁式、置于天花板或地板上的，独立的或分体的：, , , , 
175,8415,空气调节器，装有电扇及调温、调湿装置，包括不能单独调湿的空调器：, , , , 
175,84149090,---其他,7,30, ,4
175,84149020,---子目8414.5110至8414.5199及8414.6000所列机器的零件,12,130, ,6
175,84149019,----其他,8,80, ,5
175,84149011,----压缩机进、排气阀片,8,80, ,5
175,8414901,---子目8414.3011至8414.3014及8414.3090所列机器的零件：, , , , 
175,84149,-零件：, , , , 
175,84148090,---其他,7,30, , 
175,84148040,---空气及其他气体压缩机,7,30, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
176,84148030,---发动机用增压器,7,30, ,5
176,84148020,---二氧化碳压缩机,7,30, , 
176,84148010,---燃气轮机用的自由活塞式发生器,8,50, , 
176,84148,-其他：, , , , 
176,84146090,---其他,10,130, , 
176,84146010,---抽油烟机,8,130, ,6
176,84146,-罩的平面最大边长不超过120厘米的通风罩或循环气罩：, , , , 
176,84145990,---其他,8,30, , 
176,84145930,---离心通风机,10,30, , 
176,84145920,---换气扇,8,30, , 
176,84145910,---吊扇,8,30, , 
176,841459,--其他：, , , , 
176,84145199,----其他,6,130, , 
176,84145193,----壁扇,6,130, , 
176,84145192,----落地扇,6,130, , 
176,84145191,----台扇,6,130, , 
176,8414519,---其他：, , , , 
176,84145130,---具有旋转导风轮的风扇,6,130, , 
176,84145120,---换气扇,6,130, , 
176,84145110,---吊扇,6,130, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
177,841451,--台扇、落地扇、壁扇、换气扇或吊扇，包括风机，本身装有一个输出功率不超过125瓦的电动机：, , , , 
177,84145,-风机、风扇：, , , , 
177,84144000,-装在拖车底盘上的空气压缩机,8,30, , 
177,84143090,---非电动机驱动的压缩机,9,80, , 
177,84143019,----其他,10,30, , 
177,84143015,----冷冻或冷藏设备用， 电动机额定功率超过5千瓦,10,30, , 
177,84143014,----空气调节器用，电动机额定功率超过5 千瓦,10,80, , 
177,84143013,----空气调节器用，电动机额定功率超过0.4千瓦，但不超过5千瓦,10,80, , 
177,84143012,----冷藏箱或冷冻箱用， 电动机额定功率超过0.4千瓦，但不超过5千瓦,10,80, , 
177,84143011,----冷藏箱或冷冻箱用，电动机额定功率不超过0.4千瓦,8,80, , 
177,8414301,---电动机驱动的压缩机：, , , , 
177,84143,-用于制冷设备的压缩机：, , , , 
177,84142000,-手动或脚踏式空气泵,8,30, , 
177,84141000,-真空泵,8,30, ,5
177,8414,空气泵或真空泵、空气及其他气体压缩机、风机、风扇；装有风扇的通风罩或循环气罩，不论是否装有过滤器：, , , , 
177,84139200,--液体提升机用,6,30, ,4
177,84139100,--泵用,5,30, , 
177,84139,-零件：, , , , 
177,84138200,--液体提升机,8,30, , 
177,84138100,--泵,8,40, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
178,84138,-其他泵；液体提升机：, , , , 
178,84137099,----其他,8,40, , 
178,84137091,----电动潜油泵及潜水电泵,10,40, ,8
178,8413709,---其他：, , , , 
178,84137010,---转速在10000转／分及以上,8,40, , 
178,84137,-其他离心泵：, , , , 
178,84136090,---其他,10,40, ,8
178,84136060,---轴向柱塞泵,10,40, ,6
178,84136050,---径向柱塞泵,10,40, ,6
178,84136040,---螺杆泵,10,40, ,6
178,84136039,----其他,10,40, ,6
178,84136032,----液压式,10,40, ,6
178,84136031,----电动式,10,40, ,6
178,8413603,---叶片泵：, , , , 
178,84136029,----其他,10,40, ,6
178,84136022,----液压式,10,40, ,3
178,84136021,----电动式,10,40, ,6
178,8413602,---齿轮泵：, , , , 
178,84136,-其他回转式排液泵：, , , , 
178,84135090,---其他,10,40, ,6
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
179,84135039,----其他,10,40, ,6
179,84135031,----柱塞泵,10,40, ,6
179,8413503,---液压式：, , , , 
179,84135020,---电动式,10,40, ,6
179,84135010,---气动式,10,40, ,6
179,84135,-其他往复式排液泵：, , , , 
179,84134000,-混凝土泵,8,30, , 
179,84133090,---其他,3,30, , 
179,84133030,---润滑油泵,3,30, , 
179,84133029,----其他,3,30, , 
179,84133021,----输出功率在132.39千瓦（180马力)及以上的发动机用燃油泵,3,30, , 
179,8413302,---燃油泵：, , , , 
179,84133,-活塞式内燃发动机用的燃油泵、润滑油泵或冷却剂泵：, , , , 
179,84132000,-手泵，但子目 8413.11或8413.19的货品除外,10,30, , 
179,84131900,--其他,10,30, ,6
179,84131100,--分装燃料或润滑油的泵，用于加油站或车库,10,30, ,6
179,84131,-装有或可装计量装置的泵：, , , , 
179,8413,液体泵，不论是否装有计量装置；液体提升机：, , , , 
179,84129090,---其他,8,35, ,5
179,84129010,---子目8412.1010所列机器的零件,2,11, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
180,84129,-零件：, , , , 
180,84128000,-其他,10,35, , 
180,84123900,--其他,14,35, , 
180,84123100,--直线作用（气压缸)的,14,35, ,7
180,84123,-气压动力装置：, , , , 
180,84122990,---其他,14,35, ,7
180,84122910,---液压马达,10,35, , 
180,841229,--其他：, , , , 
180,84122100,--直线作用（液压缸)的,12,35, , 
180,84122,-液压动力装置：, , , , 
180,84121090,---其他,10,35, , 
180,84121010,---航空器及航天器用,3,11, , 
180,84121,-喷气发动机，但涡轮喷气发动机除外：, , , , 
180,8412,其他发动机及动力装置：, , , , 
180,84119990,---其他,5,35, , 
180,84119910,---涡轮轴发动机用,5,35, ,1
180,841199,--其他：, , , , 
180,84119100,--涡轮喷气发动机或涡轮螺桨发动机用,1,11, , 
180,84119,-零件：, , , , 
180,84118200,--功率超过5000千瓦,3,35, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
181,84118100,--功率不超过5000千瓦,15,35, ,1
181,84118,-其他燃气轮机：, , , , 
181,84112230,---功率超过3730千瓦,2,11, , 
181,84112220,---功率超过2238千瓦，但不超过3730千瓦,2,11, , 
181,84112210,---功率超过1100千瓦，但不超过2238千瓦,2,11, , 
181,841122,--功率超过1100千瓦：, , , , 
181,84112100,--功率不超过1100千瓦,2,11, , 
181,84112,-涡轮螺桨发动机：, , , , 
181,84111290,---其他,1,11, , 
181,84111210,---涡轮风扇发动机,1,11, , 
181,841112,--推力超过25千牛顿：, , , , 
181,84111190,---其他,1,11, , 
181,84111110,---涡轮风扇发动机,1,11, , 
181,841111,--推力不超过25千牛顿：, , , , 
181,84111,-涡轮喷气发动机：, , , , 
181,8411,涡轮喷气发动机，涡轮螺桨发动机及其他燃气轮机：, , , , 
181,84109090,---其他,6,35, , 
181,84109010,---调节器,6,35, , 
181,84109,-零件，包括调节器：, , , , 
181,84101390,---其他,10,35, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
182,84101330,---功率超过200000千瓦的水泵水轮机及水轮,10,35, , 
182,84101320,---功率超过35000千瓦 的贯流式水轮机及水轮,10,35, , 
182,84101310,---功率超过30000千瓦的冲击式水轮机及水轮,10,35, , 
182,841013,--功率超过10000千瓦：, , , , 
182,84101200,--功率超过1000千瓦，但不超过10000千瓦,10,35, , 
182,84101100,--功率不超过1000千瓦,10,35, , 
182,84101,-水轮机及水轮：, , , , 
182,8410,水轮机、水轮及其调节器：, , , , 
182,84099999,----其他,8.4,35, ,5
182,84099991,----输出功率在132.39 千瓦（180马力)及以上的发动机用,2,11, , 
182,8409999,---其他：, , , , 
182,84099920,---机车发动机用,2,11, , 
182,84099910,---船舶发动机用,5,11, , 
182,840999,--其他：, , , , 
182,84099199,----其他,5,35, , 
182,84099191,----电控燃油喷射装置,5,35, , 
182,8409919,---其他：, , , , 
182,84099110,---船舶发动机用,6,17, , 
182,840991,--专用于或主要用于点燃式活塞内燃发动机的：, , , , 
182,84099,-其他：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
183,84091000,-航空器发动机用,2,11, , 
183,8409,专用于或主要用于税目84.07或84.08所列发动机的零件：, , , , 
183,84089093,----输出功率在132.39 千瓦（180马力)及 以上,5,14, , 
183,84089092,----输出功率超过14千瓦，但小于132.39千 瓦（180马力),8.4,35, , 
183,84089091,----输出功率不超过14 千瓦,5,35, , 
183,8408909,---其他：, , , , 
183,84089010,---机车发动机,6,11, , 
183,84089,-其他发动机：, , , , 
183,84082090,---其他,25,35, ,20
183,84082010,---输出功率在132.39千瓦（180马力)及以上,9,14, ,4
183,84082,-用于第八十七章所列车辆的发动机：, , , , 
183,84081000,-船舶发动机,5,11, , 
183,8408,压燃式活塞内燃发动机（柴油或半柴油发动机)：, , , , 
183,84079090,---其他,18,35, ,9
183,84079010,---沼气发动机,12,35, , 
183,84079,-其他发动机：, , , , 
183,84073420,---气缸容量（排气量)超过3000毫升,10,35, , 
183,84073410,---气缸容量（排气量) 超过1000毫升，但不超过3000毫升,10,70, , 
183,840734,--气缸容量（排气量)超过1000毫升：, , , , 
183,84073300,--气缸容量（排气量)超过250毫升，但不超过1000毫升,10,70, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
184,84073200,--气缸容量（排气量)超过50毫升，但不超过250毫升,10,35, , 
184,84073100,--气缸容量（排气量)不超过50毫升,10,35, , 
184,84073,-用于第八十七章所列车辆的往复式活塞发动机：, , , , 
184,84072900,--其他,8,20, , 
184,84072100,--舷外发动机,8,35, , 
184,84072,-船舶发动机：, , , , 
184,84071020,---输出功率超过298千瓦,2,11, , 
184,84071010,---输出功率不超过298千瓦,2,11, , 
184,84071,-航空器发动机：, , , , 
184,8407,点燃往复式或旋转式活塞内燃发动机：, , , , 
184,84069000,-零件,2,11, , 
184,84068200,--输出功率不超过40兆瓦的,5,35, , 
184,84068130,---输出功率超过350兆瓦的,6,11, , 
184,84068120,---输出功率超过100兆 瓦，但不超过350兆瓦的,5,35, , 
184,84068110,---输出功率不超过100兆瓦的,5,35, , 
184,840681,--输出功率超过40兆瓦的：, , , , 
184,84068,-其他汽轮机：, , , , 
184,84061000,-船舶动力用汽轮机,5,35, , 
184,8406,汽轮机：, , , , 
184,84059000,-零件,8,30, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
185,84051000,-煤气发生器，不论有无净化器；乙炔发生器及类似的水解气体发生器，不论有无净化器,14,30, , 
185,8405,煤气发生器，不论有无净化器；乙炔发生器及类似的水解气体发生器，不论有无净化器：, , , , 
185,84049090,---其他,7,35, ,5
185,84049010,---税号8404.1020所列设备的零件,10,80, ,5
185,84049,-零件：, , , , 
185,84042000,-水蒸气或其他蒸汽动力装置的冷凝器,14,35, ,5
185,84041020,---税目84.03所列锅炉 的辅助设备,10,80, ,5
185,84041010,---税目84.02所列锅炉 的辅助设备,7,35, ,5
185,84041,-税目84.02或84.03所列锅炉的辅助设备：, , , , 
185,8404,税目84.02或84.03所列锅炉的辅助设备（例 如，节热器、过热器、除灰器、气体回收器)；水 蒸气或其他蒸汽动力装置的冷凝器：, , , , 
185,84039000,-零件,6,80, , 
185,84031090,---其他,10,80, , 
185,84031010,---家用型,10,80, , 
185,84031,-锅炉：, , , , 
185,8403,集中供暖用的热水锅炉，但税目84.02的货品除外：, , , , 
185,84029000,-零件,2,11, , 
185,84022000,-过热水锅炉,16,35, , 
185,84021900,--其他蒸汽锅炉，包括混合式锅炉,5,35, , 
185,84021200,--蒸发量不超过45吨/时的水管锅炉,5,35, , 
185,84021190,---其他,14,35, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
186,84021110,---蒸发量在900吨／时及以上的发电用锅炉,3,11, , 
186,840211,--蒸发量超过45吨／时的水管锅炉：, , , , 
186,84021,-蒸汽锅炉：, , , , 
186,8402,蒸汽锅炉（能产生低压水蒸气的集中供暖用的热水锅炉除外)；过热水锅炉：, , , , 
186,84014090,---其他,1,8, , 
186,84014020,---堆内构件,1,8, , 
186,84014010,---未辐照相关组件,1,8, , 
186,84014,-核反应堆零件：, , , , 
186,84013090,---未辐照燃料元件的零件,1,8, , 
186,84013010,---未辐照燃料元件,2,8, , 
186,84013,-未辐照燃料元件（释热元件)：, , , , 
186,84012000,-同位素分离机器、装置及其零件,1,8, , 
186,84011000,-核反应堆,2,8, , 
186,8401,核反应堆；核反应堆的未辐照燃料元件（释热元件)；同位素分离机器及装置：, , , , 
186,83119000,-其他,8,30, , 
186,83113000,-以焊剂涂面或以焊剂为芯的贱金属条或丝，钎焊或气焊用,8,30, , 
186,83112000,-以焊剂为芯的贱金属制焊丝，电弧焊用,8,30, , 
186,83111000,-以焊剂涂面的贱金属制电极，电弧焊用,8,30, , 
186,8311,贱金属或硬质合金制的丝、条、管、板、电极及类似品，以焊剂涂面或以焊剂为芯，用于焊接或沉积金属、硬质合金；贱金属粉粘聚而成的丝或条，供金属喷镀用：, , , , 
186,83100000,贱金属制的标志牌、铭牌、地名牌及类似品、号码、字母及类似标志，但税目94.05的货品除外,18,80, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
187,8310,贱金属制的标志牌、铭牌、地名牌及类似品、号码、字母及类似标志，但税目94.05的货品除外：, , , , 
187,83099000,-其他,12,80, , 
187,83091000,-冠形瓶塞,18,90, , 
187,8309,贱金属制的塞子、盖子（包括冠形瓶塞、螺口盖及倒水塞)、瓶帽、螺口塞、塞子帽、封志及其他包装用附件：, , , , 
187,83089000,-其他，包括零件,10.5,80, , 
187,83082000,-管形铆钉及开口铆钉,10.5,80, , 
187,83081000,-钩、环及眼,10.5,80, , 
187,8308,贱金属制的扣、钩、环、眼及类似品，用于衣着或衣着附件、鞋靴、珠宝首饰、手表、书籍、天篷、皮革制品、旅行用品或马具或其他制成品；贱金属制的管形铆钉及开口铆钉；贱金属制的珠子及亮晶片：, , , , 
187,83079000,-其他贱金属制,8.4,35, , 
187,83071000,-钢铁制,8.4,35, , 
187,8307,贱金属软管，不论是否有附件：, , , , 
187,83063000,-相框、画框及类似框架；镜子,7,100, , 
187,83062990,---其他,7,100, , 
187,83062910,---景泰蓝的,7,100, , 
187,830629,--其他：, , , , 
187,83062100,--镀贵金属的,7,100, , 
187,83062,-雕塑像及其他装饰品：, , , , 
187,83061000,-铃、钟、锣及类似品,8,80, , 
187,8306,非电动的贱金属铃、钟、锣及类似品；贱金属雕塑像及其他装饰品；贱金属相框或画框及类似框架；贱金属镜子：, , , , 
187,83059000,-其他，包括零件,7,80, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
188,83052000,-成条订书钉,7,80, , 
188,83051000,-活页夹或卷宗夹的附件,10.5,80, , 
188,8305,活页夹、卷宗夹的贱金属附件，贱金属制的信夹、信角、文件夹、索引标签及类似的办公用品；贱金属制的成条订书钉（例如，供办公室、 室内装饰或包装用)：, , , , 
188,83040000,贱金属制的档案柜、卡片索引柜、文件盘、文件篮、笔盘、公章架及类似的办公用具，但税目94.03的办公室家具除外,10.5,80, , 
188,8304,贱金属制的档案柜、卡片索引柜、文件盘、文件篮、笔盘、公章架及类似的办公用具，但税目94.03的办公室家具除外：, , , , 
188,83030000,装甲或加强的贱金属制保险箱、保险柜及保险库的门和带锁保险储存橱、钱箱、契约箱及类似品,14,50, , 
188,8303,装甲或加强的贱金属制保险箱、保险柜及保险库的门和带锁保险储存橱、钱箱、契约箱及类似品：, , , , 
188,83026000,-自动闭门器,12,80, , 
188,83025000,-帽架、帽钩、托架及类似品,7,80, , 
188,83024900,--其他,12,80, , 
188,83024200,--其他，家具用,12,80, , 
188,83024100,--建筑用,14,80, , 
188,83024,-其他附件及架座：, , , , 
188,83023000,-机动车辆用的其他附件及架座,10,80, , 
188,83022000,-小脚轮,12,80, , 
188,83021000,-铰链（折叶),10,80, , 
188,8302,用于家具、门窗、楼梯、百叶窗、车厢、鞍具、衣箱、盒子及类似品的贱金属附件及架座；贱金属制帽架、帽钩、托架及类似品；用贱金属做支架的小脚轮；贱金属制的自动闭门器：, , , , 
188,83017000,-钥匙,7,80, , 
188,83016000,-零件,12,80, , 
188,83015000,-带锁的扣环及扣环框架,14,80, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
189,83014000,-其他锁,14,80, , 
189,83013000,-家具用锁,7,80, , 
189,83012090,---其他,10,80, , 
189,83012010,---中央控制门锁,10,80, , 
189,83012,-机动车用锁：, , , , 
189,83011000,-挂锁,7,80, , 
189,8301,贱金属制的锁（钥匙锁、数码锁及电动锁)； 贱金属制带锁的扣环及扣环框架；上述锁的贱金属制钥匙：, , , , 
189,82159900,--其他,7,80, , 
189,82159100,--镀贵金属的,7,80, , 
189,82159,-其他：, , , , 
189,82152000,-其他成套货品,7,80, , 
189,82151000,-成套货品，至少其中一件物品是镀贵金属的,7,80, , 
189,8215,餐匙、餐叉、长柄勺、漏勺、糕点夹、鱼刀、黄油刀、糖块夹及类似的厨房或餐桌用具：, , , , 
189,82149000,-其他,7,80, , 
189,82142000,-修指甲及修脚用具（包括指甲锉),7,90, , 
189,82141000,-裁纸刀、开信刀、改错刀、铅笔刀及其刀片,7,80, , 
189,8214,其他利口器（例如，理发推剪、屠刀、砍骨刀、切肉刀、切菜刀、裁纸刀)；修指甲及修脚用具（包括指甲锉)：, , , , 
189,82130000,剪刀、裁缝剪刀及类似品、剪刀片,7,80, , 
189,8213,剪刀、裁缝剪刀及类似品、剪刀片：, , , , 
189,82129000,-其他零件,7,80, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
190,82122000,-安全刀片，包括未分开的刀片条,7,80, , 
190,82121000,-剃刀,7,80, , 
190,8212,剃刀及其刀片（包括未分开的刀片条)：, , , , 
190,82119500,--贱金属制的刀柄,7,80, , 
190,82119400,--刀片,7,80, , 
190,82119300,--刃面不固定的刀,7,80, , 
190,82119200,--刃面固定的其他刀,7,80, , 
190,82119100,--刃面固定的餐刀,7,80, , 
190,82119,-其他：, , , , 
190,82111000,-成套货品,18,80, ,10
190,8211,有刃口的刀及其刀片,不论是否有锯齿（包括整枝刀)，但税目82.08的刀除外：, , , , 
190,82100000,用于加工或调制食品或饮料的手动机械器具，重量不超过10千克,18,80, , 
190,8210,用于加工或调制食品或饮料的手动机械器具，重量不超过10千克：, , , , 
190,82090090,---其他,8,20, , 
190,82090030,---刀头,8,20, , 
190,82090029,----其他,8,20, , 
190,82090021,----晶粒度小于0.8微米的,8,20, , 
190,8209002,---条、杆：, , , , 
190,82090010,---板,8,20, , 
190,8209,未装配的工具用金属陶瓷板、杆、刀头及类似品：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
191,82089000,-其他,8,20, , 
191,82084000,-农业、园艺或林业机器用,8,20, , 
191,82083000,-厨房器具或食品工业机器用,8,20, , 
191,82082000,-木器加工用,8,20, , 
191,82081090,---其他,8,20, , 
191,82081019,----其他,8,20, , 
191,82081011,----经镀或涂层的,8,20, , 
191,8208101,---硬质合金制的：, , , , 
191,82081,-金属加工用：, , , , 
191,8208,机器或机械器具的刀及刀片：, , , , 
191,82079090,---其他,8,20, , 
191,82079010,---带有天然或合成金刚石、立方氮化硼制的工作部件,8,20, , 
191,82079,-其他可互换工具：, , , , 
191,82078090,---其他,8,20, , 
191,82078010,---带有天然或合成金刚石、立方氮化硼制的工作部件,8,20, , 
191,82078,-车削工具：, , , , 
191,82077090,---其他,8,20, , 
191,82077010,---带有天然或合成金刚石、立方氮化硼制的工作部件,8,20, , 
191,82077,-铣削工具：, , , , 
191,82076090,---其他,8,20, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
192,82076010,---带有天然或合成金刚石、立方氮化硼制的工作部件,8,20, , 
192,82076,-镗孔或铰孔工具：, , , , 
192,82075090,---其他,8,20, , 
192,82075010,---带有天然或合成金刚石、立方氮化硼制的工作部件,8,20, , 
192,82075,-钻孔工具，但凿岩及钻探用的除外：, , , , 
192,82074000,-攻丝工具,8,20, , 
192,82073000,-锻压或冲压工具,8,20, ,6
192,82072090,---其他,8,20, , 
192,82072010,---带有天然或合成金刚石、立方氮化硼制的工作部件,8,20, , 
192,82072,-金属拉拔或挤压用模：, , , , 
192,82071990,---其他,8,20, , 
192,82071910,---带有天然或合成金刚石、立方氮化硼制的工作部件,8,20, , 
192,820719,--其他，包括部件：, , , , 
192,82071300,--带有金属陶瓷制的工作部件,8,20, , 
192,82071,-凿岩或钻探工具：, , , , 
192,8207,手工工具（不论是否有动力装置)及机床（例如，锻压、冲压、攻丝、钻孔、镗孔、铰孔及铣削、车削或上螺丝用的机器)的可互换工具 ,包括金属拉拔或挤压用模以及凿岩或钻探工具：, , , , 
192,82060000,由税目82.02至82.05中两个或多个税号所列工具组成的零售包装成套货品,10.5,50, , 
192,8206,由税目82.02至82.05中两个或多个税号所列工具组成的零售包装成套货品：, , , , 
192,82059000,-其他，包括由本税目项下两个或多个子目所列物品组成的成套货品,10.5,50, , 
192,82057000,-台钳、夹钳及类似品,10.5,50, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
193,82056000,-喷灯,10,50, , 
193,82055900,--其他,10,50, , 
193,82055100,--家用工具,7,50, , 
193,82055,-其他手工工具（包括玻璃刀)：, , , , 
193,82054000,-螺丝刀,10.5,50, , 
193,82053000,-木工用刨子、凿子及类似切削工具,10.5,30, , 
193,82052000,-锤子,10,50, , 
193,82051000,-钻孔或攻丝工具,10,50, , 
193,8205,其他税号未列名的手工工具（包括玻璃刀)；喷灯；台钳、夹钳及类似品，但作为机床或水射流切割机附件或零件的除外；砧；轻便锻炉；带支架的手摇或脚踏砂轮：, , , , 
193,82042000,-可互换的扳手套筒，不论是否带手柄,10,50, , 
193,82041200,--可调的,10,50, , 
193,82041100,--固定的,10.5,50, , 
193,82041,-手动扳手及扳钳：, , , , 
193,8204,手动扳手及扳钳（包括转矩扳手，但不包括丝锥扳手)；可互换的扳手套筒，不论是否带手柄：, , , , 
193,82034000,-切管器、螺栓切头器、打孔冲子及类似工具,10.5,50, , 
193,82033000,-白铁剪及类似工具,10.5,50, , 
193,82032000,-钳子（包括剪钳)、镊子及类似工具,10.5,50, , 
193,82031000,-钢锉、木锉及类似工具,10.5,50, , 
193,8203,钢锉、木锉、钳子（包括剪钳)、镊子、白铁剪、切管器、螺栓切头器、打孔冲子及类似手工工具：, , , , 
193,82029990,---其他,10.5,50, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
194,82029910,---机械锯用,8.4,20, , 
194,820299,--其他：, , , , 
194,82029190,---其他,8,50, , 
194,82029110,---机械锯用,8,20, , 
194,820291,--直锯片，加工金属用：, , , , 
194,82029,-其他锯片：, , , , 
194,82024000,-链锯片,8,20, , 
194,82023990,---其他,8,20, , 
194,82023910,---带有天然或合成金刚石、立方氮化硼制的工作部件,8,20, , 
194,820239,--其他，包括部件：, , , , 
194,82023100,--带有钢制工作部件,8,20, , 
194,82023,-圆锯片（包括切条或切槽锯片)：, , , , 
194,82022090,---其他,8,20, , 
194,82022010,---双金属带锯条,8,20, , 
194,82022,-带锯片：, , , , 
194,82021000,-手工锯,8.4,50, , 
194,8202,手工锯；各种锯的锯片（包括切条、切槽或无齿锯片)：, , , , 
194,82019090,---其他,8,50, , 
194,82019010,---叉,8,50, , 
194,82019,-用于农业、园艺或林业的其他手工工具：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
195,82016000,-树篱剪、双手修枝剪及类似的双手操作剪刀,8,50, , 
195,82015000,-修枝剪及类似的单手操作剪刀（包括家禽剪),8,50, , 
195,82014000,-斧子、钩刀及类似砍伐工具,8,50, , 
195,82013000,-镐、锄及耙,8,50, , 
195,82011000,-锹及铲,8,50, , 
195,8201,锹、铲、镐、锄、叉及耙；斧子、钩刀及类似砍伐工具；各种修枝用剪刀；镰刀、秣刀、树篱 剪、伐木楔子及其他农 业、园艺或林业用手工 工具：, , , , 
195,81130090,---其他,8.4,30, , 
195,81130010,---颗粒;粉末,8.4,30, , 
195,8113,金属陶瓷及其制品，包括废碎料：, , , , 
195,81129990,---其他,8,30, , 
195,81129940,---铌,8,20, , 
195,81129930,---铟,8,20, , 
195,81129920,---钒,3,20, ,0
195,81129910,---锗,3,20, , 
195,811299,--其他：, , , , 
195,81129290,---其他,3,20, , 
195,81129240,---铌,3,20, ,1
195,81129230,---铟,3,20, , 
195,81129220,---钒,3,20, ,0
195,81129210,---锗,3,20, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
196,811292,--未锻轧；废碎料；粉末：, , , , 
196,81129,-其他：, , , , 
196,81125900,--其他,8,30, , 
196,81125200,--废碎料,3,20, , 
196,81125100,--未锻轧铊；粉末,3,20, , 
196,81125,-铊：, , , , 
196,81122900,--其他,3,20, , 
196,81122200,--废碎料,3,20, , 
196,81122100,--未锻轧铬；粉末,3,20, , 
196,81122,-铬：, , , , 
196,81121900,--其他,8,30, , 
196,81121300,--废碎料,3,30, , 
196,81121200,--未锻轧铍；粉末,3,30, , 
196,81121,-铍：, , , , 
196,8112,铍、铬、锗、钒、镓、铪、铟、铼、铌、铊及其制品，包括废碎料：, , , , 
196,81110090,---其他,8,30, , 
